year,model,displ,cyl,trans,drive,fuel,cert_region,stnd,stnd_description,underhood_id,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,comb_co2
2023,CHEVROLET Suburban,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
2023,CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,CHEVROLET Suburban,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Suburban,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,19,16,3,No,545
2023,CHEVROLET Suburban,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,19,16,3,No,545
2023,CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,CHEVROLET Suburban,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,CHEVROLET Suburban,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,28,24,4,No,428
2023,CHEVROLET Tahoe,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,28,24,4,No,428
2023,CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,CHEVROLET Tahoe,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Tahoe,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,14,18,16,3,No,566
2023,CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,14,18,16,3,No,566
2023,CHEVROLET Tahoe,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,CHEVROLET Tahoe,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,CHEVROLET Tahoe,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXV01.3545,small SUV,7,29,31,30,6,No,296
2023,CHEVROLET Trailblazer,1.2,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXV01.3545,small SUV,7,29,31,30,6,No,296
2023,CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXV01.3545,small SUV,7,26,30,28,6,No,320
2023,CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXV01.3545,small SUV,7,26,30,28,6,No,320
2023,CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXV01.3545,small SUV,7,29,33,31,6,No,290
2023,CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXV01.3545,small SUV,7,29,33,31,6,No,290
2023,CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT03.6151,standard SUV,6,18,27,21,4,No,417
2023,CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT03.6151,standard SUV,6,18,27,21,4,No,417
2023,CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT03.6151,standard SUV,6,17,25,20,4,No,448
2023,CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT03.6151,standard SUV,6,17,25,20,4,No,448
2023,CRUISE AV,NA,NA,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXV00.0001,station wagon,10,64,68,66,10,Elite,0
2023,CRUISE AV,NA,NA,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PGMXV00.0001,station wagon,10,64,68,66,10,Elite,0
2023,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PCRXT03.65P5,standard SUV,7,19,26,21,4,No,416
2023,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PCRXT03.65P5,standard SUV,7,19,26,21,4,No,416
2023,FERRARI 812 Competizione,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV06.5GDI,small car,3,12,16,14,2,No,652
2023,FERRARI 812 Competizione,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,16,14,2,No,652
2023,FERRARI 812 Competizione A,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV06.5GDI,small car,3,12,16,14,2,No,648
2023,FERRARI 812 Competizione A,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,16,14,2,No,648
2023,FERRARI 812 GTS,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV06.5GDI,small car,3,12,15,13,1,No,665
2023,FERRARI 812 GTS,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,15,13,1,No,665
2023,FERRARI Daytona SP3,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV06.5GDI,small car,3,12,16,13,1,No,660
2023,FERRARI Daytona SP3,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,16,13,1,No,660
2023,FERRARI F8 Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV03.9TUR,small car,3,15,18,16,3,No,552
2023,FERRARI F8 Spider,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV03.9TUR,small car,3,15,18,16,3,No,552
2023,FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PFEXV03.9TUR,small car,3,15,19,16,3,No,541
2023,FERRARI F8 Tributo,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV03.9TUR,small car,3,15,19,16,3,No,541
2023,FERRARI Monza SP1,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,15,13,1,No,658
2023,FERRARI Monza SP2,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PFEXV06.5GDI,small car,3,12,15,13,1,No,658
2023,FERRARI Portofino M,3.9,8,AutoMan-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFEXV03.9T50,small car,6,16,23,19,4,No,471
2023,FERRARI Portofino M,3.9,8,AutoMan-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFEXV03.9T50,small car,6,16,23,19,4,No,471
2023,FERRARI Roma,3.9,8,AutoMan-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFEXV03.9T50,small car,6,17,22,19,4,No,472
2023,FERRARI Roma,3.9,8,AutoMan-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFEXV03.9T50,small car,6,17,22,19,4,No,472
2023,GENESIS Electrified G80,NA,NA,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0H41,midsize car,10,105,89,97,10,Elite,0
2023,GENESIS Electrified G80,NA,NA,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0H41,midsize car,10,105,89,97,10,Elite,0
2023,GENESIS G70,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PHYXV02.0GG6,small car,3,21,31,25,5,No,361
2023,GENESIS G70,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PHYXV02.0GG6,small car,3,21,31,25,5,No,361
2023,GENESIS G70,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PHYXV02.0GG6,small car,3,20,28,23,5,No,393
2023,GENESIS G70,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PHYXV02.0GG6,small car,3,20,28,23,5,No,393
2023,GENESIS G70,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PHYXV03.3GK6,small car,3,18,27,21,4,No,433
2023,GENESIS G70,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PHYXV03.3GK6,small car,3,18,27,21,4,No,433
2023,GENESIS G70,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PHYXV03.3GK6,small car,3,17,26,20,4,No,439
2023,GENESIS G70,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PHYXV03.3GK6,small car,3,17,26,20,4,No,439
2023,GENESIS G80,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.5HP5,large car,5,22,32,26,5,No,346
2023,GENESIS G80,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.5HP5,large car,5,22,32,26,5,No,346
2023,GENESIS G80,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.5HP5,large car,5,22,30,25,5,No,361
2023,GENESIS G80,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.5HP5,large car,5,22,30,25,5,No,361
2023,GENESIS G80,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV03.5HT5,large car,5,16,25,19,4,No,465
2023,GENESIS G80,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV03.5HT5,large car,5,16,25,19,4,No,465
2023,GENESIS G90,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV03.5JT5,large car,5,18,26,21,4,No,426
2023,GENESIS G90,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV03.5JT5,large car,5,18,26,21,4,No,426
2023,GENESIS G90 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV03.5J65,large car,5,17,24,20,4,No,441
2023,GENESIS G90 MHEV,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV03.5J65,large car,5,17,24,20,4,No,441
2023,GENESIS GV60 Standard,NA,NA,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0300,large car,10,125,100,112,10,Elite,0
2023,GENESIS GV60 Standard,NA,NA,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0300,large car,10,125,100,112,10,Elite,0
2023,GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.5UP5,small SUV,5,19,26,22,5,No,408
2023,GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.5UP5,small SUV,5,22,28,24,5,No,368
2023,GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.5UP5,small SUV,5,19,26,22,5,No,408
2023,GENESIS GV70,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.5UP5,small SUV,5,22,28,24,5,No,368
2023,GENESIS GV70,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV03.5UT5,small SUV,5,19,24,21,4,No,431
2023,GENESIS GV70,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV03.5UT5,small SUV,5,19,24,21,4,No,431
2023,GENESIS GV80,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXT02.5TP5,standard SUV,5,20,24,22,5,No,404
2023,GENESIS GV80,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXT02.5TP5,standard SUV,5,20,24,22,5,No,404
2023,GENESIS GV80,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXT03.5TT5,standard SUV,5,18,23,20,4,No,448
2023,GENESIS GV80,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXT03.5TT5,standard SUV,5,18,23,20,4,No,448
2023,GMC Acadia,2,4,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXT02.0500,standard SUV,7,22,29,25,5,No,365
2023,GMC Acadia,2,4,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXT02.0500,standard SUV,7,22,29,25,5,No,365
2023,GMC Acadia,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PGMXT02.0500,standard SUV,7,22,27,24,5,No,368
2023,GMC Acadia,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PGMXT02.0500,standard SUV,7,22,27,24,5,No,368
2023,GMC Acadia,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT03.6151,standard SUV,6,19,27,22,5,No,404
2023,GMC Acadia,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT03.6151,standard SUV,6,19,27,22,5,No,404
2023,GMC Acadia,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT03.6151,standard SUV,6,19,26,21,4,No,417
2023,GMC Acadia,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT03.6151,standard SUV,6,19,26,21,4,No,417
2023,GMC Yukon,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
2023,GMC Yukon,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
2023,GMC Yukon,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,GMC Yukon,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,GMC Yukon,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,GMC Yukon,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,20,16,3,No,555
2023,GMC Yukon,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,GMC Yukon,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,GMC Yukon XL,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
2023,GMC Yukon XL,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,21,27,23,4,No,442
2023,GMC Yukon XL,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,GMC Yukon XL,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,PGMXT03.0353,standard SUV,3,20,26,22,4,No,462
2023,GMC Yukon XL,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon XL,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,20,17,3,No,527
2023,GMC Yukon XL,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT05.3386,standard SUV,6,15,19,16,3,No,545
2023,GMC Yukon XL,5.3,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT05.3386,standard SUV,6,15,19,16,3,No,545
2023,GMC Yukon XL,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,19,16,3,No,555
2023,GMC Yukon XL,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,19,16,3,No,555
2023,GMC Yukon XL,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,GMC Yukon XL,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PGMXT06.2375,standard SUV,6,14,18,16,3,No,564
2023,HONDA HR-V,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.02EC,station wagon,7,26,32,28,6,No,309
2023,HONDA HR-V,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.02EC,station wagon,7,26,32,28,6,No,309
2023,HONDA HR-V,2,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.02EC,station wagon,7,25,30,27,5,No,326
2023,HONDA HR-V,2,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.02EC,station wagon,7,25,30,27,5,No,326
2023,HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHNXT03.5J4C,minivan,5,19,28,22,5,No,394
2023,HONDA Odyssey,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHNXT03.5J4C,minivan,5,19,28,22,5,No,394
2023,HYUNDAI Elantra,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV01.6CC5,midsize car,5,28,36,31,6,No,288
2023,HYUNDAI Elantra,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV01.6CC5,midsize car,5,28,36,31,6,No,288
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV02.0CE3,midsize car,7,30,40,34,7,Yes,263
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV02.0CE3,midsize car,7,33,42,37,7,Yes,245
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV02.0CE3,midsize car,7,30,40,34,7,Yes,263
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV02.0CE3,midsize car,7,33,42,37,7,Yes,245
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.0CE5,midsize car,5,30,40,34,7,No,263
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV02.0CE5,midsize car,5,33,42,37,7,No,245
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.0CE5,midsize car,5,30,40,34,7,No,263
2023,HYUNDAI Elantra,2,4,SCV-1,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV02.0CE5,midsize car,5,33,42,37,7,No,245
2023,HYUNDAI Elantra Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV01.6C13,midsize car,7,49,52,50,8,Yes,177
2023,HYUNDAI Elantra Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV01.6C13,midsize car,7,49,52,50,8,Yes,177
2023,HYUNDAI Elantra Hybrid Blue,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV01.6C13,midsize car,7,53,56,54,9,Yes,165
2023,HYUNDAI Elantra Hybrid Blue,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV01.6C13,midsize car,7,53,56,54,9,Yes,165
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0W51,large car,10,127,94,110,10,Elite,0
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0W51,large car,10,127,94,110,10,Elite,0
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0W61,large car,10,132,98,114,10,Elite,0
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0W61,large car,10,132,98,114,10,Elite,0
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0W41,large car,10,113,90,101,10,Elite,0
2023,HYUNDAI Ioniq 5,NA,NA,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0W41,large car,10,113,90,101,10,Elite,0
2023,HYUNDAI Kona,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV01.6KC5,small SUV,5,29,35,32,6,No,284
2023,HYUNDAI Kona,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV01.6KC5,small SUV,5,29,35,32,6,No,284
2023,HYUNDAI Kona,1.6,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHYXV01.6KC5,small SUV,5,27,32,29,6,No,311
2023,HYUNDAI Kona,1.6,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHYXV01.6KC5,small SUV,5,27,32,29,6,No,311
2023,HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV02.0KE3,small SUV,7,30,35,32,6,No,281
2023,HYUNDAI Kona,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV02.0KE3,small SUV,7,30,35,32,6,No,281
2023,HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHYXV02.0KE3,small SUV,7,28,33,30,6,No,301
2023,HYUNDAI Kona,2,4,SCV-1,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHYXV02.0KE3,small SUV,7,28,33,30,6,No,301
2023,HYUNDAI Kona Electric,NA,NA,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0K41,small SUV,10,134,106,120,10,Elite,0
